DriverId,TeamId,Season,RoundNumber,RacesInGEEra,LocationId,RainBefore,RainDuring,WindSpeed,ApparentTemp,RelativeHumidity,StartingPos,QualifyingPos,GapToPole,TeammateQualifyingPos,Retired,FinishingPos
15,4,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,1.0,1.0,0.0,4.0,False,1.0
32,2,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,2.0,2.0,0.174,6.0,False,2.0
19,1,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,19.0,16.0,0.892,19.0,False,3.0
4,2,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,6.0,6.0,0.431,2.0,False,4.0
24,4,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,4.0,4.0,0.375,1.0,False,5.0
26,8,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,8.0,8.0,0.466,17.0,False,6.0
25,6,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,7.0,7.0,0.451,5.0,False,7.0
31,6,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,5.0,5.0,0.42,7.0,False,8.0
17,7,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,10.0,10.0,0.528,nan,False,9.0
20,5,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,9.0,9.0,0.491,18.0,False,10.0
13,9,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,12.0,12.0,0.542,15.0,False,11.0
7,8,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,20.0,17.0,0.927,8.0,False,12.0
2,9,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,15.0,15.0,0.961,12.0,False,13.0
9,10,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,11.0,11.0,0.49,14.0,False,14.0
27,5,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,16.0,18.0,1.121,9.0,False,15.0
12,10,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,14.0,14.0,0.65,11.0,False,16.0
8,1,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,17.0,19.0,1.2,16.0,False,17.0
3,3,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,13.0,13.0,0.589,3.0,True,18.0
1,3,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,3.0,3.0,0.294,13.0,True,19.0
30,7,2025,21,89,21,0.0,0.0,13.45,15.65,75.75,18.0,nan,69.511,10.0,True,20.0
