DriverId,TeamId,Season,RoundNumber,RacesInGEEra,LocationId,RainBefore,RainDuring,WindSpeed,ApparentTemp,RelativeHumidity,StartingPos,QualifyingPos,GapToPole,TeammateQualifyingPos,Retired,FinishingPos
19,1,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,2.0,2.0,0.323,19.0,False,1.0
4,2,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,4.0,4.0,0.869,17.0,False,2.0
32,2,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,17.0,17.0,8.38,4.0,False,3.0
1,3,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,9.0,9.0,1.938,20.0,False,4.0
2,9,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,3.0,3.0,0.362,16.0,False,5.0
31,6,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,8.0,8.0,1.62,6.0,False,6.0
17,7,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,11.0,11.0,4.8469999999999995,18.0,False,7.0
3,3,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,19.0,20.0,9.181,9.0,False,8.0
7,8,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,13.0,13.0,5.053,14.0,False,9.0
26,8,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,14.0,14.0,5.16,13.0,False,10.0
9,10,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,7.0,7.0,1.532,12.0,False,11.0
8,1,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,20.0,19.0,8.864,2.0,False,12.0
20,5,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,10.0,10.0,3.606,15.0,False,13.0
25,6,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,6.0,6.0,1.1280000000000001,8.0,False,14.0
27,5,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,15.0,15.0,5.749,10.0,False,15.0
13,9,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,16.0,16.0,8.286,3.0,True,16.0
30,7,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,18.0,18.0,8.74,11.0,True,17.0
12,10,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,12.0,12.0,4.916,7.0,True,18.0
15,4,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,1.0,1.0,0.0,5.0,True,19.0
24,4,2025,22,90,24,0.0,0.0,14.024999999999999,11.125,46.0,5.0,5.0,1.027,1.0,True,20.0
