DriverId,TeamId,Season,RoundNumber,RacesInGEEra,LocationId,RainBefore,RainDuring,WindSpeed,ApparentTemp,RelativeHumidity,StartingPos,QualifyingPos,GapToPole,TeammateQualifyingPos,Retired,FinishingPos
19,1,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,1.0,1.0,0.0,15.0,False,1.0
1,3,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,2.0,2.0,0.048,3.0,False,2.0
18,1,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,15.0,15.0,62.297,1.0,False,3.0
15,4,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,4.0,4.0,0.267,13.0,False,4.0
9,10,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,7.0,7.0,0.52,6.0,False,5.0
2,3,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,3.0,3.0,0.19,2.0,False,6.0
4,2,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,11.0,11.0,1.037,5.0,False,7.0
3,2,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,5.0,5.0,0.428,11.0,False,8.0
12,10,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,6.0,6.0,0.502,7.0,False,9.0
20,5,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,9.0,9.0,0.779,12.0,False,10.0
13,9,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,10.0,10.0,1.432,18.0,False,11.0
10,7,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,17.0,17.0,1.427,14.0,False,12.0
23,9,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,18.0,18.0,1.557,10.0,False,13.0
7,5,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,12.0,12.0,1.062,9.0,False,14.0
6,7,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,14.0,14.0,1.289,17.0,False,15.0
24,4,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,13.0,13.0,1.214,4.0,False,16.0
22,6,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,20.0,20.0,1.583,16.0,False,17.0
5,8,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,19.0,19.0,1.58,8.0,False,18.0
8,6,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,16.0,16.0,1.393,20.0,False,19.0
17,8,2023,9,31,11,0.0,0.0,9.924999999999999,20.85,55.75,8.0,8.0,0.699,19.0,True,20.0
