DriverId,TeamId,Season,RoundNumber,RacesInGEEra,LocationId,RainBefore,RainDuring,WindSpeed,ApparentTemp,RelativeHumidity,StartingPos,QualifyingPos,GapToPole,TeammateQualifyingPos,Retired,FinishingPos
15,4,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,1.0,1.0,0.0,3.0,False,1.0
24,4,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,3.0,3.0,0.583,1.0,False,2.0
1,3,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,2.0,2.0,0.521,4.0,False,3.0
3,3,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,4.0,4.0,0.611,2.0,False,4.0
4,2,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,5.0,5.0,0.792,9.0,False,5.0
25,6,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,6.0,6.0,0.955,13.0,False,6.0
9,10,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,11.0,11.0,1.157,16.0,False,7.0
30,7,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,8.0,8.0,1.161,20.0,False,8.0
17,7,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,20.0,20.0,1.635,8.0,False,9.0
7,8,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,17.0,17.0,1.393,15.0,False,10.0
26,8,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,15.0,15.0,1.341,17.0,False,11.0
31,6,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,13.0,13.0,1.255,6.0,False,12.0
20,5,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,10.0,10.0,1.678,14.0,False,13.0
12,10,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,16.0,16.0,1.358,11.0,False,14.0
27,5,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,14.0,14.0,1.317,10.0,False,15.0
8,1,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,18.0,18.0,1.3980000000000001,7.0,False,16.0
13,9,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,12.0,12.0,1.234,19.0,True,17.0
19,1,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,7.0,7.0,0.958,18.0,True,18.0
32,2,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,9.0,9.0,1.305,5.0,True,19.0
2,9,2025,11,79,11,0.0,0.0,6.85,28.775000000000002,34.75,19.0,19.0,1.611,12.0,True,20.0
